Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Auto Reply Email (product.metafields.custom.auto_reply_email),Custom Email Reply (product.metafields.custom.custom_email_reply),Active ingredient (product.metafields.shopify.active-ingredient),Chemical grade (product.metafields.shopify.chemical-grade),Chemical purity (product.metafields.shopify.chemical-purity),Disclosures (product.metafields.shopify.disclosure),Medicine/Drug form (product.metafields.shopify.medicine-drug-form),Route of administration (product.metafields.shopify.route-of-administration),Treatment objective (product.metafields.shopify.treatment-objective),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
tirzepatide-30mg-pen,Tirzepatide 30mg Pen,"<p dir=""auto""><strong>Tirzepatide 30mg 3ml Pen </strong></p>
<p dir=""auto""><strong>BPC-157 Pen vs Vial: Why the Pen Wins for Convenience:</strong></p>
<p dir=""auto"">     Ditch the hassle and level up with our <strong>Tirzepatide 3mL Injection Pens</strong>! Unlike traditional vials that require mixing, drawing with syringes, and careful dosing, the ready-to-use pen delivers precise, mess-free injections every time—no reconstitution, no wasted product, and way less room for error. Perfect for on-the-go warriors, it’s discreet, travel-friendly, and built for consistent daily use. Faster, cleaner, and easier means you stay locked in and keep crushing your goals. Grab the pen and feel the difference!</p>
<p dir=""auto""><strong>Discover Tirzepatide: Advanced Dual Agonist for Superior Weight Management:</strong></p>
<p dir=""auto"">     Experience next-level metabolic support with <strong>Tirzepatide</strong> — a powerful dual GLP-1 and GIP receptor agonist researched for its ability to deliver stronger appetite suppression, improved insulin sensitivity, and significant weight loss compared to single agonists. We deliver the gold standard: <strong>99.99% purity</strong> verified through rigorous third-party analysis, so you know you’re getting nothing but the best.</p>
<p dir=""auto"">Tirzepatide works by activating two key gut hormone pathways, helping regulate hunger, slow digestion, and enhance metabolic function more effectively. It is widely studied for its impressive results in body composition improvement and sustainable weight management. Users in research settings often report reduced appetite, better energy balance, and meaningful progress toward their goals. Premium quality for serious results. We offer multiple dosage strengths so researchers can select the exact concentration that best matches their specific protocol, titration schedule, and individual research needs.</p>
<p dir=""auto""><strong>Product Specifications – Tirzepatide 3mL Pens</strong></p>
<ul dir=""auto"">
<li>Available Strengths: 10mg, 20mg, 30mg, 40mg, 50mg, 60mg</li>
<li>Volume: 3 mL pre-filled pen</li>
<li>Format: Ready-to-use injection pen (no reconstitution or mixing required)</li>
<li>Purity: 99.99% third-party tested (COA available)</li>
<li>Key Benefit: Precise, convenient daily dosing with zero hassle — perfect for consistent research protocols across multiple strengths</li>
</ul>
<p dir=""auto"">Ready to take your weight management research to the next level? Grab your <strong>Tirzepatide 3mL Pen</strong> today in the strength that fits your protocol!</p>",Palm Beach RX,Health & Beauty > Health Care > Medicine & Drugs,Weight Loss,"pen, weight loss",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,310.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/Tirzepatide_pen_30mg.jpg?v=1784816303,1,"",false,,,,,,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,fat-loss; support; weight-loss,,lb,,,active
tirzepatide-40mg-pen,Tirzepatide 40mg Pen,"<p dir=""auto""><strong>Tirzepatide 40mg 3ml Pen </strong></p>
<p dir=""auto""><strong>BPC-157 Pen vs Vial: Why the Pen Wins for Convenience:</strong></p>
<p dir=""auto"">     Ditch the hassle and level up with our <strong>Tirzepatide 3mL Injection Pens</strong>! Unlike traditional vials that require mixing, drawing with syringes, and careful dosing, the ready-to-use pen delivers precise, mess-free injections every time—no reconstitution, no wasted product, and way less room for error. Perfect for on-the-go warriors, it’s discreet, travel-friendly, and built for consistent daily use. Faster, cleaner, and easier means you stay locked in and keep crushing your goals. Grab the pen and feel the difference!</p>
<p dir=""auto""><strong>Discover Tirzepatide: Advanced Dual Agonist for Superior Weight Management:</strong></p>
<p dir=""auto"">     Experience next-level metabolic support with <strong>Tirzepatide</strong> — a powerful dual GLP-1 and GIP receptor agonist researched for its ability to deliver stronger appetite suppression, improved insulin sensitivity, and significant weight loss compared to single agonists. We deliver the gold standard: <strong>99.99% purity</strong> verified through rigorous third-party analysis, so you know you’re getting nothing but the best.</p>
<p dir=""auto"">Tirzepatide works by activating two key gut hormone pathways, helping regulate hunger, slow digestion, and enhance metabolic function more effectively. It is widely studied for its impressive results in body composition improvement and sustainable weight management. Users in research settings often report reduced appetite, better energy balance, and meaningful progress toward their goals. Premium quality for serious results. We offer multiple dosage strengths so researchers can select the exact concentration that best matches their specific protocol, titration schedule, and individual research needs.</p>
<p dir=""auto""><strong>Product Specifications – Tirzepatide 3mL Pens</strong></p>
<ul dir=""auto"">
<li>Available Strengths: 10mg, 20mg, 30mg, 40mg, 50mg, 60mg</li>
<li>Volume: 3 mL pre-filled pen</li>
<li>Format: Ready-to-use injection pen (no reconstitution or mixing required)</li>
<li>Purity: 99.99% third-party tested (COA available)</li>
<li>Key Benefit: Precise, convenient daily dosing with zero hassle — perfect for consistent research protocols across multiple strengths</li>
</ul>
<p dir=""auto"">Ready to take your weight management research to the next level? Grab your <strong>Tirzepatide 3mL Pen</strong> today in the strength that fits your protocol!</p>",Palm Beach RX,Health & Beauty > Health Care > Medicine & Drugs,Weight Loss,"pen, weight loss",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,380.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/Tirzepatide_40mg_pen.jpg?v=1784816874,1,"",false,,,,,,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,fat-loss; support; weight-loss,,lb,,,active
nad-1,NAD+ 1000mg,"<div>
<p dir=""auto""><strong>NAD+ 10 mL Vial 500mg</strong></p>
<p dir=""auto""><strong>The Science, Simplified:</strong> NAD+ (nicotinamide adenine dinucleotide, oxidized form) is a critical coenzyme involved in cellular redox reactions and energy metabolism.</p>
<p dir=""auto""><strong>Product Specifications – NAD+ 10 mL Vial (1000 mg)</strong></p>
<ul dir=""auto"">
<li>Total NAD+: 1000 mg</li>
<li>Volume: 10 mL vial</li>
<li>Concentration: 50 mg/mL</li>
<li>Purity: Research-grade, third-party tested (COA available)</li>
<li>Format: Ready-to-use liquid vial</li>
</ul>
<p dir=""auto""><strong>Key Research Focus:</strong> Cellular energy metabolism and redox research.</p>
<p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p>
<ul dir=""auto"">
<li>Appearance: Clear liquid*</li>
<li>Solubility: Already in aqueous solution. Highly soluble; no reconstitution required.</li>
</ul>
<p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p>
<ul dir=""auto"">
<li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>4–6 weeks</strong> when protected from light and handled with aseptic technique.</li>
<li>Do not freeze. Avoid prolonged room-temperature exposure.</li>
<li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li>
<li>Protect from light and moisture at all times.</li>
<li>
<div>For <strong>lyophilized</strong> orders please contact us (minimum order required) </div>
<div><a href=""www.palmbeach-vitality.com"">www.palmbeach-vitality.com<img src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"" alt=""""></a></div>
</li>
</ul>
</div>",Palm Beach Vitality,Health & Beauty > Health Care > Medicine & Drugs,Peptide,"Peptides, vial",true,Form,Liquid,,,,,,,,,0.0,,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/NAD.jpg?v=1784821490,1,"",false,,,,,peptides,laboratory,99,shopify--disclosure-custom:research-use-only,liquid; lyophilized,subcutaneous-injection,cognitive; focus; memory; support; mood,,lb,,,active
tirzepatide-40mg-pen-copy,Tirzepatide 60mg Pen,"<p dir=""auto""><strong>Tirzepatide 60mg 3ml Pen </strong></p>
<p dir=""auto""><strong>BPC-157 Pen vs Vial: Why the Pen Wins for Convenience:</strong></p>
<p dir=""auto"">     Ditch the hassle and level up with our <strong>Tirzepatide 3mL Injection Pens</strong>! Unlike traditional vials that require mixing, drawing with syringes, and careful dosing, the ready-to-use pen delivers precise, mess-free injections every time—no reconstitution, no wasted product, and way less room for error. Perfect for on-the-go warriors, it’s discreet, travel-friendly, and built for consistent daily use. Faster, cleaner, and easier means you stay locked in and keep crushing your goals. Grab the pen and feel the difference!</p>
<p dir=""auto""><strong>Discover Tirzepatide: Advanced Dual Agonist for Superior Weight Management:</strong></p>
<p dir=""auto"">     Experience next-level metabolic support with <strong>Tirzepatide</strong> — a powerful dual GLP-1 and GIP receptor agonist researched for its ability to deliver stronger appetite suppression, improved insulin sensitivity, and significant weight loss compared to single agonists. We deliver the gold standard: <strong>99.99% purity</strong> verified through rigorous third-party analysis, so you know you’re getting nothing but the best.</p>
<p dir=""auto"">Tirzepatide works by activating two key gut hormone pathways, helping regulate hunger, slow digestion, and enhance metabolic function more effectively. It is widely studied for its impressive results in body composition improvement and sustainable weight management. Users in research settings often report reduced appetite, better energy balance, and meaningful progress toward their goals. Premium quality for serious results. We offer multiple dosage strengths so researchers can select the exact concentration that best matches their specific protocol, titration schedule, and individual research needs.</p>
<p dir=""auto""><strong>Product Specifications – Tirzepatide 3mL Pens</strong></p>
<ul dir=""auto"">
<li>Available Strengths: 10mg, 20mg, 30mg, 40mg, 50mg, 60mg</li>
<li>Volume: 3 mL pre-filled pen</li>
<li>Format: Ready-to-use injection pen (no reconstitution or mixing required)</li>
<li>Purity: 99.99% third-party tested (COA available)</li>
<li>Key Benefit: Precise, convenient daily dosing with zero hassle — perfect for consistent research protocols across multiple strengths</li>
</ul>
<p dir=""auto"">Ready to take your weight management research to the next level? Grab your <strong>Tirzepatide 3mL Pen</strong> today in the strength that fits your protocol!</p>",Palm Beach RX,Health & Beauty > Health Care > Medicine & Drugs,Weight Loss,"pen, weight loss",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/tirzeptiade_50mg_pen.jpg?v=1784834440,1,"",false,,,,,,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,fat-loss; support; weight-loss,,lb,,,active
bpc-157-20mg,BPC-157 20mg,"<p dir=""auto""><strong>BPC-157 20 mL Vial</strong></p>
<p dir=""auto""><strong>The Science, Simplified:</strong> BPC-157 is a synthetic gastric pentadecapeptide derived from a protein found in human gastric juice.</p>
<p dir=""auto""><strong>Product Specifications – BPC-157 10 mL Vial (20 mg)</strong></p>
<ul dir=""auto"">
<li>Total BPC-157: 20 mg</li>
<li>Volume: 10 mL vial</li>
<li>Concentration: 2 mg/mL</li>
<li>Purity: Research-grade, third-party tested (COA available)</li>
<li>Format: Ready-to-use liquid vial</li>
</ul>
<p dir=""auto""><strong>Key Research Focus:</strong> Tissue repair and regeneration research.</p>
<p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p>
<ul dir=""auto"">
<li>Appearance: Clear to slightly opalescent liquid</li>
<li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li>
</ul>
<p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p>
<ul dir=""auto"">
<li>
<span>Refrigerated</span><span> </span><span>at</span><span> </span><span>2–8°C</span><span> </span><span>(36–46°F).</span><span> </span><span>Practical</span><span> </span><span>shelf</span><span> </span><span>life</span><span> </span><span>is</span><span> </span><strong>4–6 weeks</strong><span> </span><span>when</span><span> </span><span>protected</span><span> </span><span>from</span><span> </span><span>light</span><span> </span><span>and</span><span> </span><span>handled</span><span> </span><span>with</span><span> </span><span>aseptic</span><span> </span><span>technique.</span>
</li>
<li>
<span>Do</span><span> </span><span>not</span><span> </span><span>freeze.</span><span> </span><span>Avoid</span><span> </span><span>prolonged</span><span> </span><span>room-temperature</span><span> </span><span>exposure.</span>
</li>
<li>
<span>Discard</span><span> </span><span>after</span><span> </span><span>6</span><span> </span><span>weeks</span><span> </span><span>or</span><span> </span><span>if</span><span> </span><span>the</span><span> </span><span>solution</span><span> </span><span>becomes</span><span> </span><span>cloudy,</span><span> </span><span>discolored,</span><span> </span><span>or</span><span> </span><span>shows</span><span> </span><span>particulate</span><span> </span><span>matter.</span>
</li>
<li>
<span>Protect</span><span> </span><span>from</span><span> </span><span>light</span><span> </span><span>and</span><span> </span><span>moisture</span><span> </span><span>at</span><span> </span><span>all</span><span> </span><span>times.</span>
</li>
<li>
<div>For <strong>lyophilized</strong> orders please contact us (minimum order required) </div>
<div><a href=""www.palmbeach-vitality.com"">www.palmbeach-vitality.com<img src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"" alt=""""></a></div>
</li>
</ul>",Palm Beach Vitality,Health & Beauty > Health Care > Medicine & Drugs,Peptide,"Peptides, vial",true,Form,Liquid,,,,,,,,,0.0,,deny,manual,170.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_82.jpg?v=1783705115,1,"",false,,,,,,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,intramuscular-injection,support; comfort; pain-relief; muscle-pain; joint-pain; tissue-repair; muscle-growth; fat-loss,,lb,,,active
tirzepatide-50mg-pen,Tirzepatide 50mg Pen,"<p dir=""auto""><strong>Tirzepatide 50mg 3ml Pen </strong></p>
<p dir=""auto""><strong>BPC-157 Pen vs Vial: Why the Pen Wins for Convenience:</strong></p>
<p dir=""auto"">     Ditch the hassle and level up with our <strong>Tirzepatide 3mL Injection Pens</strong>! Unlike traditional vials that require mixing, drawing with syringes, and careful dosing, the ready-to-use pen delivers precise, mess-free injections every time—no reconstitution, no wasted product, and way less room for error. Perfect for on-the-go warriors, it’s discreet, travel-friendly, and built for consistent daily use. Faster, cleaner, and easier means you stay locked in and keep crushing your goals. Grab the pen and feel the difference!</p>
<p dir=""auto""><strong>Discover Tirzepatide: Advanced Dual Agonist for Superior Weight Management:</strong></p>
<p dir=""auto"">     Experience next-level metabolic support with <strong>Tirzepatide</strong> — a powerful dual GLP-1 and GIP receptor agonist researched for its ability to deliver stronger appetite suppression, improved insulin sensitivity, and significant weight loss compared to single agonists. We deliver the gold standard: <strong>99.99% purity</strong> verified through rigorous third-party analysis, so you know you’re getting nothing but the best.</p>
<p dir=""auto"">Tirzepatide works by activating two key gut hormone pathways, helping regulate hunger, slow digestion, and enhance metabolic function more effectively. It is widely studied for its impressive results in body composition improvement and sustainable weight management. Users in research settings often report reduced appetite, better energy balance, and meaningful progress toward their goals. Premium quality for serious results. We offer multiple dosage strengths so researchers can select the exact concentration that best matches their specific protocol, titration schedule, and individual research needs.</p>
<p dir=""auto""><strong>Product Specifications – Tirzepatide 3mL Pens</strong></p>
<ul dir=""auto"">
<li>Available Strengths: 10mg, 20mg, 30mg, 40mg, 50mg, 60mg</li>
<li>Volume: 3 mL pre-filled pen</li>
<li>Format: Ready-to-use injection pen (no reconstitution or mixing required)</li>
<li>Purity: 99.99% third-party tested (COA available)</li>
<li>Key Benefit: Precise, convenient daily dosing with zero hassle — perfect for consistent research protocols across multiple strengths</li>
</ul>
<p dir=""auto"">Ready to take your weight management research to the next level? Grab your <strong>Tirzepatide 3mL Pen</strong> today in the strength that fits your protocol!</p>",Palm Beach RX,Health & Beauty > Health Care > Medicine & Drugs,Weight Loss,"pen, weight loss",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,420.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image.jpg?v=1784851035,1,"",false,,,,,,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,fat-loss; support; weight-loss,,lb,,,active
retatrutride-8mg-pen,Retatrutride 8mg Pen,"<p dir=""auto""><strong>Retratrutide 3 mL Pen</strong></p>
<p dir=""auto""><strong>The Science, Simplified:</strong> Retatrutide is a synthetic triple agonist peptide that targets the GLP-1, GIP, and glucagon receptors.</p>
<p dir=""auto""><strong>Product Specifications – Retatrutide 8 mg 3 mL Pen</strong></p>
<ul dir=""auto"">
<li>Total Retatrutide: 8 mg</li>
<li>Volume: 3 mL pre-filled pen</li>
<li>Concentration: ≈2.67 mg/mL</li>
<li>Purity: Research-grade, third-party tested (COA available)</li>
<li>Format: Ready-to-use multi-dose pre-filled pen</li>
</ul>
<p dir=""auto""><strong>Key Research Focus:</strong> Multi-receptor incretin and metabolic pathway research.</p>
<p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p>
<ul dir=""auto"">
<li>Appearance: Clear to slightly opalescent liquid</li>
<li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li>
</ul>
<p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p>
<p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p>
<ul dir=""auto"">
<li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>8-10 weeks </strong>when protected from light and handled with aseptic technique.</li>
<li>Do not freeze. Avoid prolonged room-temperature exposure.</li>
<li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li>
<li>Protect from light and moisture at all times.</li>
</ul>",Palm Beach RX,Health & Beauty > Health Care > Medicine & Drugs,Weight Loss,"pen, weight loss",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,160.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/Retatrutide_8mg_pen.jpg?v=1784903076,1,"",false,,,,,,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,weight-loss; fat-loss; support; muscle-growth,,lb,,,active
retatrutride-16mg-pen,Retatrutride 16mg Pen,"<p dir=""auto""><strong>Retratrutide 3 mL Pen</strong></p>
<p dir=""auto""><strong>The Science, Simplified:</strong> Retatrutide is a synthetic triple agonist peptide that targets the GLP-1, GIP, and glucagon receptors.</p>
<p dir=""auto""><strong>Product Specifications – Retatrutide 16mg 3 mL Pen</strong></p>
<ul>
<li>Total Retatrutide: 8 mg</li>
<li>Volume: 3 mL pre-filled pen</li>
<li dir=""auto"">Concentration = 16 mg ÷ 3 mL = ≈ 5.33 mg/mL</li>
<li dir=""auto"">Purity: Research-grade, third-party tested (COA available)</li>
<li>Format: Ready-to-use multi-dose pre-filled pen</li>
</ul>
<p dir=""auto""><strong>Key Research Focus:</strong> Multi-receptor incretin and metabolic pathway research.</p>
<p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p>
<ul dir=""auto"">
<li>Appearance: Clear to slightly opalescent liquid</li>
<li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li>
</ul>
<p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p>
<p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p>
<ul dir=""auto"">
<li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>8-10 weeks </strong>when protected from light and handled with aseptic technique.</li>
<li>Do not freeze. Avoid prolonged room-temperature exposure.</li>
<li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li>
<li>Protect from light and moisture at all times.</li>
</ul>",Palm Beach RX,Health & Beauty > Health Care > Medicine & Drugs,Weight Loss,"pen, weight loss",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,199.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/Retatrutide_16mg_pen.jpg?v=1784903838,1,"",false,,,,,,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,weight-loss; fat-loss; support; muscle-growth,,lb,,,active
retatrutride-24mg-pen,Retatrutride 24mg Pen,"<p dir=""auto""><strong>Retratrutide 3 mL Pen</strong></p>
<p dir=""auto""><strong>The Science, Simplified:</strong> Retatrutide is a synthetic triple agonist peptide that targets the GLP-1, GIP, and glucagon receptors.</p>
<p dir=""auto""><strong>Product Specifications – Retatrutide 24mg 3 mL Pen</strong></p>
<ul>
<li>Total Retatrutide: 24mg</li>
<li>Volume: 3 mL pre-filled pen</li>
<li dir=""auto"">Concentration = 24 mg ÷ 3 mL = ≈ 8 mg/mL</li>
<li dir=""auto"">Purity: Research-grade, third-party tested (COA available)</li>
<li>Format: Ready-to-use multi-dose pre-filled pen</li>
</ul>
<p dir=""auto""><strong>Key Research Focus:</strong> Multi-receptor incretin and metabolic pathway research.</p>
<p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p>
<ul dir=""auto"">
<li>Appearance: Clear to slightly opalescent liquid</li>
<li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li>
</ul>
<p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p>
<p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p>
<ul dir=""auto"">
<li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>8-10 weeks </strong>when protected from light and handled with aseptic technique.</li>
<li>Do not freeze. Avoid prolonged room-temperature exposure.</li>
<li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li>
<li>Protect from light and moisture at all times.</li>
</ul>",Palm Beach RX,Health & Beauty > Health Care > Medicine & Drugs,Weight Loss,"pen, weight loss",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,249.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/Retatrutide_24mg_pen.jpg?v=1784904695,1,"",false,,,,,,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,weight-loss; fat-loss; support; muscle-growth,,lb,,,active
retatrutride-32mg-pen,Retatrutride 32mg Pen,"<p dir=""auto""><strong>Retratrutide 3 mL Pen</strong></p>
<p dir=""auto""><strong>The Science, Simplified:</strong> Retatrutide is a synthetic triple agonist peptide that targets the GLP-1, GIP, and glucagon receptors.</p>
<p dir=""auto""><strong>Product Specifications – Retatrutide 32mg 3 mL Pen</strong></p>
<ul>
<li>Total Retatrutide: 32mg</li>
<li>Volume: 3 mL pre-filled pen</li>
<li dir=""auto"">Concentration = 32 mg ÷ 3 mL = ≈ 10.67 mg/m</li>
<li>Purity: Research-grade, third-party tested (COA available)</li>
<li>Format: Ready-to-use multi-dose pre-filled pen</li>
</ul>
<p dir=""auto""><strong>Key Research Focus:</strong> Multi-receptor incretin and metabolic pathway research.</p>
<p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p>
<ul dir=""auto"">
<li>Appearance: Clear to slightly opalescent liquid</li>
<li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li>
</ul>
<p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p>
<p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p>
<ul dir=""auto"">
<li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>8-10 weeks </strong>when protected from light and handled with aseptic technique.</li>
<li>Do not freeze. Avoid prolonged room-temperature exposure.</li>
<li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li>
<li>Protect from light and moisture at all times.</li>
</ul>",Palm Beach RX,Health & Beauty > Health Care > Medicine & Drugs,Weight Loss,"pen, weight loss",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,299.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/Retatrutide_32mg_pen.jpg?v=1784905425,1,"",false,,,,,,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,weight-loss; fat-loss; support; muscle-growth,,lb,,,active
retatrutride-40mg-pen,Retatrutride 40mg Pen,"<p dir=""auto""><strong>Retratrutide 3 mL Pen</strong></p>
<p dir=""auto""><strong>The Science, Simplified:</strong> Retatrutide is a synthetic triple agonist peptide that targets the GLP-1, GIP, and glucagon receptors.</p>
<p dir=""auto""><strong>Product Specifications – Retatrutide 40mg 3 mL Pen</strong></p>
<ul>
<li>Total Retatrutide: 40mg</li>
<li>Volume: 3 mL pre-filled pen</li>
<li dir=""auto"">Concentration = 40 mg ÷ 3 mL = ≈ 13.33 mg/mL</li>
<li>Purity: Research-grade, third-party tested (COA available)</li>
<li>Format: Ready-to-use multi-dose pre-filled pen</li>
</ul>
<p dir=""auto""><strong>Key Research Focus:</strong> Multi-receptor incretin and metabolic pathway research.</p>
<p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p>
<ul dir=""auto"">
<li>Appearance: Clear to slightly opalescent liquid</li>
<li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li>
</ul>
<p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p>
<p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p>
<ul dir=""auto"">
<li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>8-10 weeks </strong>when protected from light and handled with aseptic technique.</li>
<li>Do not freeze. Avoid prolonged room-temperature exposure.</li>
<li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li>
<li>Protect from light and moisture at all times.</li>
</ul>",Palm Beach RX,Health & Beauty > Health Care > Medicine & Drugs,Weight Loss,"pen, weight loss",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,319.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1056/1447/5345/files/Retatrutide_32mg_pen.jpg?v=1784905425,1,"",false,,,,,,laboratory,99,shopify--disclosure-custom:research-use-only,liquid,subcutaneous-injection,weight-loss; fat-loss; support; muscle-growth,,lb,,,active
