lab_item_id,rank,category,scene_setting,environment_bucket,lab_item,material_detail,surface,lighting,camera_move,status,times_used,last_used_at,color_grade,hero_style,compound_name,shot_family,framing
SCN-011,11,minimalist_bedroom_with_natural_light,Minimalist bedroom with natural light,home_interior,"Lifestyle wellness world: Minimalist bedroom with natural light. Architectural reveal: A vertical 9:16 composition builds around a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. The scene feels lived-in and calm, never clinical or laboratory. Ground the image on sand-toned stone pavers with bright airy daylight through sheer curtains. Compose as a vertical 9:16 hero still that could open a premium Instagram reel. This is outdoor/home atmosphere for Palm Beach Vitality — not a cleanroom, not a bench dump, not a sterile lab. Keep the space unoccupied by people or procedure props. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'KLOW' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Minimalist bedroom with natural light. Environment bucket: home interior. Focal — a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. Surface sand-toned stone pavers; lighting bright airy daylight through sheer curtains. The scene feels lived-in and calm, never clinical or laboratory. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",sand-toned stone pavers,bright airy daylight through sheer curtains,"extreme macro on engraved texture at macro flat-on, razor shallow depth of field, creeping tiny forward drift only, then hard hold",Active,0,,"editorial lifestyle catalog grade, high clarity, low drama",editorial wellness catalog frame,KLOW,macro_detail,tight crop on engraved texture; macro flat-on macro
SCN-012,12,outdoor_patio_with_hanging_plants,Outdoor patio with hanging plants,garden_outdoor_home,"Quiet lifestyle tableau: Place the story in Outdoor patio with hanging plants, then lock focus on a sealed research pen resting like a premium design object beside wellness props. Color story stays natural: greens, sand, linen, ocean glass. Surface language is sand-toned stone pavers; light language is dappled leaf-filtered sunlight. Let the place lead, then reward the eye with one quiet product focal point. Sell modern health-and-wellness atmosphere with subtle research-product presence for Palm Beach Vitality. Photoreal only. No occupants, no medical theater. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'KPV' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Outdoor patio with hanging plants. Environment bucket: garden outdoor home. Focal — a sealed research pen resting like a premium design object beside wellness props. Surface sand-toned stone pavers; lighting dappled leaf-filtered sunlight. Color story stays natural: greens, sand, linen, ocean glass. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",sand-toned stone pavers,dappled leaf-filtered sunlight,"slow crane-down from high three-quarter to settled hero (high three-quarter to eye-level), path is a straight descending line (straight descending crane), then hold",Active,0,,golden-hour amber grade restrained by true skin-free neutrals,macro-to-environment storytelling frame,KPV,crane_settle,"starts high three-quarter, settles to high three-quarter to eye-level"
SCN-013,13,coastal_boardwalk_at_blue_hour,Coastal boardwalk at blue hour,beach_coast,"Golden-hour atmosphere: Health and wellness lifestyle scene. Setting — Coastal boardwalk at blue hour. The frame discovers an elegant research vial on a stone coaster, label facing camera once only. A single shaft of sunlight picks out the product shoulder without looking staged. Everything sits on sun-bleached linen and pale stone under golden-hour side light with long soft shadows, materials behaving like physics not CGI. Compose as a vertical 9:16 hero still that could open a premium Instagram reel. Palm Beach Vitality premium wellness-world storytelling — exciting, calm, and never a laboratory set. Empty of people; no clinical procedure staging. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'Melanotan 2' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Coastal boardwalk at blue hour. Environment bucket: beach coast. Focal — an elegant research vial on a stone coaster, label facing camera once only. Surface sun-bleached linen and pale stone; lighting golden-hour side light with long soft shadows. A single shaft of sunlight picks out the product shoulder without looking staged. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",sun-bleached linen and pale stone,golden-hour side light with long soft shadows,"slow straight push-out from tight badge crop to full product at eye-level, path is a straight retreat only (straight backward), then hold",Active,0,,cool blue-hour coastal grade with warm interior accents,calm spa-adjacent home still without clinical cues,Melanotan 2,push_out,"starts tight badge crop, ends full product in frame at eye-level"
SCN-014,14,smoothie_bar_counter_at_a_healthy_caf,Smoothie bar counter at a healthy café,kitchen_cafe,"Lifestyle wellness world: Smoothie bar counter at a healthy café. Fresh morning clarity: A vertical 9:16 composition builds around a small clear research vial and matching carton silhouette staged as quiet product jewelry. A soft breeze is implied by fabric and leaf motion cues at the edge of frame. Ground the image on sun-bleached linen and pale stone with golden-hour side light with long soft shadows. Use negative space generously so the lifestyle setting feels expansive. This is outdoor/home atmosphere for Palm Beach Vitality — not a cleanroom, not a bench dump, not a sterile lab. Keep the space unoccupied by people or procedure props. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'MOTS-C' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Smoothie bar counter at a healthy café. Environment bucket: kitchen cafe. Focal — a small clear research vial and matching carton silhouette staged as quiet product jewelry. Surface sun-bleached linen and pale stone; lighting golden-hour side light with long soft shadows. A soft breeze is implied by fabric and leaf motion cues at the edge of frame. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",sun-bleached linen and pale stone,golden-hour side light with long soft shadows,"soft pedestal up a few centimeters from slightly below eye-line at eye-level, lighting wrap shifts on edges, no sideways travel (straight up pedestal), then hold",Active,0,,golden-hour amber grade restrained by true skin-free neutrals,architecture-and-atmosphere establishing shot,MOTS-C,pedestal_up,catalog hero at eye-level; pedestal rises from slightly below eye-line
SCN-015,15,quiet_park_bench_under_old_oak_trees,Quiet park bench under old oak trees,urban_park,"Editorial wellness frame: Place the story in Quiet park bench under old oak trees, then lock focus on a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. Negative space breathes; nothing feels cluttered or prop-dumped. Surface language is soft limestone with coastal texture; light language is crisp morning window light with specular glass highlights. Compose as a vertical 9:16 hero still that could open a premium Instagram reel. Sell modern health-and-wellness atmosphere with subtle research-product presence for Palm Beach Vitality. Photoreal only. No occupants, no medical theater. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'NAD+' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Quiet park bench under old oak trees. Environment bucket: urban park. Focal — a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. Surface soft limestone with coastal texture; lighting crisp morning window light with specular glass highlights. Negative space breathes; nothing feels cluttered or prop-dumped. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",soft limestone with coastal texture,crisp morning window light with specular glass highlights,"soft pedestal down a few centimeters from slightly above eye-line at eye-level, lighting wrap shifts on edges, no sideways travel (straight down pedestal), then hold",Active,0,,warm coastal wellness grade with honest neutrals,editorial wellness catalog frame,NAD+,pedestal_down,catalog hero at eye-level; pedestal settles from slightly above eye-line
SCN-016,16,sunlit_yoga_studio_loft,Sunlit yoga studio loft,fitness,"Coastal living brochure energy: Health and wellness lifestyle scene. Setting — Sunlit yoga studio loft. The frame discovers a thoughtfully arranged wellness still-life with premium empty space for the eye to rest. Reflections stay honest — no cloned second hero object. Everything sits on warm natural wood with soft grain under hard midday sun softened by open shade, materials behaving like physics not CGI. Make the still exciting enough that a slow camera move feels like entering a world. Palm Beach Vitality premium wellness-world storytelling — exciting, calm, and never a laboratory set. Empty of people; no clinical procedure staging. Do not print scene titles, captions, hex codes, watermarks, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Sunlit yoga studio loft. Environment bucket: fitness. Focal — a thoughtfully arranged wellness still-life with premium empty space for the eye to rest. Surface warm natural wood with soft grain; lighting hard midday sun softened by open shade. Reflections stay honest — no cloned second hero object. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",warm natural wood with soft grain,hard midday sun softened by open shade,"short side-profile track brief lateral left to right from strict side profile at true side profile left, then settle and hard hold — brief lateral only, never a full circle",Active,0,,cool blue-hour coastal grade with warm interior accents,architecture-and-atmosphere establishing shot,,profile_ltr,"true side profile left; starts strict side profile, settles after short track"
SCN-017,17,quiet_riverside_walking_path,Quiet riverside walking path,water_calm,"Lifestyle wellness world: Quiet riverside walking path. Wide establishing energy: A vertical 9:16 composition builds around a sealed research pen resting like a premium design object beside wellness props. The scene feels lived-in and calm, never clinical or laboratory. Ground the image on woven natural fiber rug over hardwood with sunrise rim light with gentle haze. Compose as a vertical 9:16 hero still that could open a premium Instagram reel. This is outdoor/home atmosphere for Palm Beach Vitality — not a cleanroom, not a bench dump, not a sterile lab. Keep the space unoccupied by people or procedure props. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'Retatrutide' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Quiet riverside walking path. Environment bucket: water calm. Focal — a sealed research pen resting like a premium design object beside wellness props. Surface woven natural fiber rug over hardwood; lighting sunrise rim light with gentle haze. The scene feels lived-in and calm, never clinical or laboratory. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",woven natural fiber rug over hardwood,sunrise rim light with gentle haze,"short side-profile track brief lateral right to left from strict side profile at true side profile right, then settle and hard hold — brief lateral only, never a full circle",Active,0,,golden-hour amber grade restrained by true skin-free neutrals,calm spa-adjacent home still without clinical cues,Retatrutide,profile_rtl,"true side profile right; starts strict side profile, settles after short track"
SCN-018,18,gentle_riverbank_with_smooth_stones,Gentle riverbank with smooth stones,lifestyle_general,"Intimate cinematic entry: Place the story in Gentle riverbank with smooth stones, then lock focus on a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. Reflections stay honest — no cloned second hero object. Surface language is packed earth trail with soft moss edges; light language is blue-hour cool ambient with warm practical pools. Make the still exciting enough that a slow camera move feels like entering a world. Sell modern health-and-wellness atmosphere with subtle research-product presence for Palm Beach Vitality. Photoreal only. No occupants, no medical theater. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'Selank' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Gentle riverbank with smooth stones. Environment bucket: lifestyle general. Focal — a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. Surface packed earth trail with soft moss edges; lighting blue-hour cool ambient with warm practical pools. Reflections stay honest — no cloned second hero object. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",packed earth trail with soft moss edges,blue-hour cool ambient with warm practical pools,"handheld-stable micro drift micro forward drift from mid-shot at eye-level documentary, scientific documentary energy, then hold — no circling path",Active,0,,"editorial lifestyle catalog grade, high clarity, low drama",environment-first lifestyle still with quiet product presence,Selank,doc_drift,"documentary mid-shot at eye-level documentary, slightly imperfect stability"
SCN-019,19,desert_canyon_trail_at_golden_hour,Desert canyon trail at golden hour,forest_nature,"Architectural reveal: Health and wellness lifestyle scene. Setting — Desert canyon trail at golden hour. The frame discovers a small clear research vial and matching carton silhouette staged as quiet product jewelry. Negative space breathes; nothing feels cluttered or prop-dumped. Everything sits on matte ceramic tile with spa-calm tone under blue-hour cool ambient with warm practical pools, materials behaving like physics not CGI. Prioritize photoreal materials: wood grain, linen weave, glass weight, sand, foliage. Palm Beach Vitality premium wellness-world storytelling — exciting, calm, and never a laboratory set. Empty of people; no clinical procedure staging. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'Semaglutide' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Desert canyon trail at golden hour. Environment bucket: forest nature. Focal — a small clear research vial and matching carton silhouette staged as quiet product jewelry. Surface matte ceramic tile with spa-calm tone; lighting blue-hour cool ambient with warm practical pools. Negative space breathes; nothing feels cluttered or prop-dumped. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",matte ceramic tile with spa-calm tone,blue-hour cool ambient with warm practical pools,"short vertical lift from below label then lock off on the label plane at label-plane flat, straight rise only (straight up to label lock), then hold",Active,0,,golden-hour amber grade restrained by true skin-free neutrals,architecture-and-atmosphere establishing shot,Semaglutide,label_rise,ends locked on label/typography plane at label-plane flat
SCN-020,20,soft_lit_meditation_nook_at_home,Soft-lit meditation nook at home,home_interior,"Lifestyle wellness world: Soft-lit meditation nook at home. Quiet lifestyle tableau: A vertical 9:16 composition builds around a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. Color story stays natural: greens, sand, linen, ocean glass. Ground the image on cool marble with gentle veining with sunrise rim light with gentle haze. Make the still exciting enough that a slow camera move feels like entering a world. This is outdoor/home atmosphere for Palm Beach Vitality — not a cleanroom, not a bench dump, not a sterile lab. Keep the space unoccupied by people or procedure props. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'SEMAX' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Soft-lit meditation nook at home. Environment bucket: home interior. Focal — a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. Surface cool marble with gentle veining; lighting sunrise rim light with gentle haze. Color story stays natural: greens, sand, linen, ocean glass. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",cool marble with gentle veining,sunrise rim light with gentle haze,"very slow push-in from wide sterile environment into subject-dominant frame at eye-level wide, straight forward path only (straight forward into subject), then hold",Active,0,,cool blue-hour coastal grade with warm interior accents,premium coastal lifestyle direction,SEMAX,wide_env,starts wide sterile environment; subject becomes dominant at eye-level wide
SCN-021,21,backyard_garden_with_raised_beds,Backyard garden with raised beds,garden_outdoor_home,"Golden-hour atmosphere: Place the story in Backyard garden with raised beds, then lock focus on a research pen and vial pair arranged with intentional negative space. The scene feels lived-in and calm, never clinical or laboratory. Surface language is cool marble with gentle veining; light language is soft overcast diffusion, even and flattering. Let the place lead, then reward the eye with one quiet product focal point. Sell modern health-and-wellness atmosphere with subtle research-product presence for Palm Beach Vitality. Photoreal only. No occupants, no medical theater. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'Sermorelin' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Backyard garden with raised beds. Environment bucket: garden outdoor home. Focal — a research pen and vial pair arranged with intentional negative space. Surface cool marble with gentle veining; lighting soft overcast diffusion, even and flattering. The scene feels lived-in and calm, never clinical or laboratory. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",cool marble with gentle veining,"soft overcast diffusion, even and flattering","locked offset composition with subject subject on left third at eye-level, locked with breath subtle breathing push-in only, negative space on right, then hold",Active,0,,golden-hour amber grade restrained by true skin-free neutrals,calm spa-adjacent home still without clinical cues,Sermorelin,offset_left,"subject on left third, negative space opposite, eye-level"
