scene_id,category,scene_brief,status,times_used,last_used_at
515,Lifestyle & Context (Research-Forward),"Context still life: quiet corner composition with product, soft shadow, and calm atmosphere. Featuring research vial lying on its side, hard specular edge light, soft focus rack from background to product.",Active,0,
516,"Hybrid, Transition & Special Shots","Special / hybrid shot: match-cut ready product rotation perfectly synchronized for molecular model cut. Centered on pre-filled research pen, soft rim light from behind, slow 360° orbit at eye level.",Active,0,
517,"Hybrid, Transition & Special Shots","Special / hybrid shot: continuous morph from physical product into abstract molecular structure and back. Centered on clear glass research vial, clean high-key beauty lighting, extreme macro push-in.",Active,0,
518,"Hybrid, Transition & Special Shots","Special / hybrid shot: multi-product lineup in perfect geometric formation with slow lateral track. Centered on sealed peptide vial with rubber stopper, dramatic single hard key light, gentle top-down descending crane.",Active,0,
519,"Hybrid, Transition & Special Shots","Special / hybrid shot: extreme macro of pure liquid surface tension and light play only. Centered on research pen with visible liquid barrel, cool clinical blue-white LED, low angle tracking slide.",Active,0,
520,"Hybrid, Transition & Special Shots","Special / hybrid shot: product revealed by slowly pulling away a clean white cloth or card. Centered on sterile research vial, warm golden hour side light, locked-off static with internal motion only.",Active,0,
521,"Hybrid, Transition & Special Shots","Special / hybrid shot: soft-to-sharp rack focus traveling across a row of identical research units. Centered on precision research pen, soft diffused overhead, subtle handheld micro-movement.",Active,0,
522,"Hybrid, Transition & Special Shots","Special / hybrid shot: single continuous move from wide lab establishing shot into extreme product macro. Centered on amber-tinted research vial, split complementary teal and amber, spiral orbit combined with slow push.",Active,0,
523,"Hybrid, Transition & Special Shots","Special / hybrid shot: product and its perfect reflection creating symmetry that slowly breaks. Centered on dual research pens side by side, low-key selective highlight only, lateral motion-control track.",Active,0,
524,"Hybrid, Transition & Special Shots","Special / hybrid shot: abstract origin sequence: particles → structure → finished product in three stages. Centered on single research pen standing upright, soft bounce from below, vertical rise from base to top.",Active,0,
525,"Hybrid, Transition & Special Shots","Special / hybrid shot: final locked hero hold of perfectly lit product ready for logo and CTA. Centered on research vial lying on its side, hard specular edge light, soft focus rack from background to product.",Active,0,
526,"Hybrid, Transition & Special Shots","Special / hybrid shot: product dissolving into soft light particles that reform as molecular model. Centered on pre-filled research pen, volumetric god rays through haze, fast resolve into locked hero frame.",Active,0,
527,"Hybrid, Transition & Special Shots","Special / hybrid shot: seamless transition from clean lab environment into pure abstract scientific space. Centered on clear glass research vial, soft window light with gentle falloff, circular arc that never fully completes.",Active,0,
528,"Hybrid, Transition & Special Shots","Special / hybrid shot: dual reality split: physical product on one side, molecular form on the other. Centered on sealed peptide vial with rubber stopper, practical small LED panel visible in frame, over-the-shoulder gloved perspective.",Active,0,
529,"Hybrid, Transition & Special Shots","Special / hybrid shot: product emerging from within its own molecular structure visualization. Centered on research pen with visible liquid barrel, cool overhead fluorescent lab feel, extreme high angle looking straight down.",Active,0,
530,"Hybrid, Transition & Special Shots","Special / hybrid shot: time-slice style multiple angles of the same product in one elegant frame. Centered on sterile research vial, warm under-light glow, slow pull-out revealing environment.",Active,0,
531,"Hybrid, Transition & Special Shots","Special / hybrid shot: product casting a molecular-shaped shadow that slowly animates. Centered on precision research pen, soft rim light from behind, slow 360° orbit at eye level.",Active,0,
532,"Hybrid, Transition & Special Shots","Special / hybrid shot: clean product shot that slowly fills with soft scientific particle atmosphere. Centered on amber-tinted research vial, clean high-key beauty lighting, extreme macro push-in.",Active,0,
533,"Hybrid, Transition & Special Shots","Special / hybrid shot: from darkness, light reveals first the structure then the physical product. Centered on dual research pens side by side, dramatic single hard key light, gentle top-down descending crane.",Active,0,
534,"Hybrid, Transition & Special Shots","Special / hybrid shot: product orbit that transitions mid-move into a molecular orbit. Centered on single research pen standing upright, cool clinical blue-white LED, low angle tracking slide.",Active,0,
535,"Hybrid, Transition & Special Shots","Special / hybrid shot: final wide shot that pulls back to reveal the product as part of a larger clean set. Centered on research vial lying on its side, warm golden hour side light, locked-off static with internal motion only.",Active,0,
536,"Hybrid, Transition & Special Shots","Special / hybrid shot: match-cut ready product rotation perfectly synchronized for molecular model cut. Centered on pre-filled research pen, soft diffused overhead, subtle handheld micro-movement.",Active,0,
537,"Hybrid, Transition & Special Shots","Special / hybrid shot: continuous morph from physical product into abstract molecular structure and back. Centered on clear glass research vial, split complementary teal and amber, spiral orbit combined with slow push.",Active,0,
538,"Hybrid, Transition & Special Shots","Special / hybrid shot: multi-product lineup in perfect geometric formation with slow lateral track. Centered on sealed peptide vial with rubber stopper, low-key selective highlight only, lateral motion-control track.",Active,0,
539,"Hybrid, Transition & Special Shots","Special / hybrid shot: extreme macro of pure liquid surface tension and light play only. Centered on research pen with visible liquid barrel, soft bounce from below, vertical rise from base to top.",Active,0,
540,"Hybrid, Transition & Special Shots","Special / hybrid shot: product revealed by slowly pulling away a clean white cloth or card. Centered on sterile research vial, hard specular edge light, soft focus rack from background to product.",Active,0,
541,"Hybrid, Transition & Special Shots","Special / hybrid shot: soft-to-sharp rack focus traveling across a row of identical research units. Centered on precision research pen, volumetric god rays through haze, fast resolve into locked hero frame.",Active,0,
542,"Hybrid, Transition & Special Shots","Special / hybrid shot: single continuous move from wide lab establishing shot into extreme product macro. Centered on amber-tinted research vial, soft window light with gentle falloff, circular arc that never fully completes.",Active,0,
543,"Hybrid, Transition & Special Shots","Special / hybrid shot: product and its perfect reflection creating symmetry that slowly breaks. Centered on dual research pens side by side, practical small LED panel visible in frame, over-the-shoulder gloved perspective.",Active,0,
544,"Hybrid, Transition & Special Shots","Special / hybrid shot: abstract origin sequence: particles → structure → finished product in three stages. Centered on single research pen standing upright, cool overhead fluorescent lab feel, extreme high angle looking straight down.",Active,0,
545,"Hybrid, Transition & Special Shots","Special / hybrid shot: final locked hero hold of perfectly lit product ready for logo and CTA. Centered on research vial lying on its side, warm under-light glow, slow pull-out revealing environment.",Active,0,
546,"Hybrid, Transition & Special Shots","Special / hybrid shot: product dissolving into soft light particles that reform as molecular model. Centered on pre-filled research pen, soft rim light from behind, slow 360° orbit at eye level.",Active,0,
547,"Hybrid, Transition & Special Shots","Special / hybrid shot: seamless transition from clean lab environment into pure abstract scientific space. Centered on clear glass research vial, clean high-key beauty lighting, extreme macro push-in.",Active,0,
548,"Hybrid, Transition & Special Shots","Special / hybrid shot: dual reality split: physical product on one side, molecular form on the other. Centered on sealed peptide vial with rubber stopper, dramatic single hard key light, gentle top-down descending crane.",Active,0,
549,"Hybrid, Transition & Special Shots","Special / hybrid shot: product emerging from within its own molecular structure visualization. Centered on research pen with visible liquid barrel, cool clinical blue-white LED, low angle tracking slide.",Active,0,
550,"Hybrid, Transition & Special Shots","Special / hybrid shot: time-slice style multiple angles of the same product in one elegant frame. Centered on sterile research vial, warm golden hour side light, locked-off static with internal motion only.",Active,0,
551,"Hybrid, Transition & Special Shots","Special / hybrid shot: product casting a molecular-shaped shadow that slowly animates. Centered on precision research pen, soft diffused overhead, subtle handheld micro-movement.",Active,0,
552,"Hybrid, Transition & Special Shots","Special / hybrid shot: clean product shot that slowly fills with soft scientific particle atmosphere. Centered on amber-tinted research vial, split complementary teal and amber, spiral orbit combined with slow push.",Active,0,
553,"Hybrid, Transition & Special Shots","Special / hybrid shot: from darkness, light reveals first the structure then the physical product. Centered on dual research pens side by side, low-key selective highlight only, lateral motion-control track.",Active,0,
554,"Hybrid, Transition & Special Shots","Special / hybrid shot: product orbit that transitions mid-move into a molecular orbit. Centered on single research pen standing upright, soft bounce from below, vertical rise from base to top.",Active,0,
555,"Hybrid, Transition & Special Shots","Special / hybrid shot: final wide shot that pulls back to reveal the product as part of a larger clean set. Centered on research vial lying on its side, hard specular edge light, soft focus rack from background to product.",Active,0,
556,"Hybrid, Transition & Special Shots","Special / hybrid shot: match-cut ready product rotation perfectly synchronized for molecular model cut. Centered on pre-filled research pen, volumetric god rays through haze, fast resolve into locked hero frame.",Active,0,
557,"Hybrid, Transition & Special Shots","Special / hybrid shot: continuous morph from physical product into abstract molecular structure and back. Centered on clear glass research vial, soft window light with gentle falloff, circular arc that never fully completes.",Active,0,
558,"Hybrid, Transition & Special Shots","Special / hybrid shot: multi-product lineup in perfect geometric formation with slow lateral track. Centered on sealed peptide vial with rubber stopper, practical small LED panel visible in frame, over-the-shoulder gloved perspective.",Active,0,
559,"Hybrid, Transition & Special Shots","Special / hybrid shot: extreme macro of pure liquid surface tension and light play only. Centered on research pen with visible liquid barrel, cool overhead fluorescent lab feel, extreme high angle looking straight down.",Active,0,
560,"Hybrid, Transition & Special Shots","Special / hybrid shot: product revealed by slowly pulling away a clean white cloth or card. Centered on sterile research vial, warm under-light glow, slow pull-out revealing environment.",Active,0,
561,Extreme Detail & Texture Studies,"Texture / detail study: extreme close-up of liquid meniscus inside the vial under controlled light, soft rim light from behind, slow 360° orbit at eye level.",Active,0,
562,Extreme Detail & Texture Studies,"Texture / detail study: macro of glass surface imperfections and light refraction only, clean high-key beauty lighting, extreme macro push-in.",Active,0,
563,Extreme Detail & Texture Studies,"Texture / detail study: tight detail of rubber stopper texture and seal integrity, dramatic single hard key light, gentle top-down descending crane.",Active,0,
564,Extreme Detail & Texture Studies,"Texture / detail study: macro of printed label ink and paper fiber under soft light, cool clinical blue-white LED, low angle tracking slide.",Active,0,
565,Extreme Detail & Texture Studies,"Texture / detail study: close study of the pen plunger mechanism and internal components, warm golden hour side light, locked-off static with internal motion only.",Active,0,
566,Extreme Detail & Texture Studies,"Texture / detail study: liquid droplet surface tension and highlight play in extreme macro, soft diffused overhead, subtle handheld micro-movement.",Active,0,
567,Extreme Detail & Texture Studies,"Texture / detail study: glass-to-liquid interface with soft caustic patterns, split complementary teal and amber, spiral orbit combined with slow push.",Active,0,
568,Extreme Detail & Texture Studies,"Texture / detail study: micro texture of frosted or matte areas on the packaging, low-key selective highlight only, lateral motion-control track.",Active,0,
569,Extreme Detail & Texture Studies,"Texture / detail study: edge light catching every microscopic dust-free surface, soft bounce from below, vertical rise from base to top.",Active,0,
570,Extreme Detail & Texture Studies,"Texture / detail study: slow exploration of the product’s silhouette against pure light, hard specular edge light, soft focus rack from background to product.",Active,0,
571,Extreme Detail & Texture Studies,"Texture / detail study: detail of measurement markings or scale on the barrel if present, volumetric god rays through haze, fast resolve into locked hero frame.",Active,0,
572,Extreme Detail & Texture Studies,"Texture / detail study: close-up of the protective cap texture and precise fit, soft window light with gentle falloff, circular arc that never fully completes.",Active,0,
573,Extreme Detail & Texture Studies,"Texture / detail study: liquid clarity study — light passing cleanly through the research solution, practical small LED panel visible in frame, over-the-shoulder gloved perspective.",Active,0,
574,Extreme Detail & Texture Studies,"Texture / detail study: macro of any embossed or debossed branding elements, cool overhead fluorescent lab feel, extreme high angle looking straight down.",Active,0,
575,Extreme Detail & Texture Studies,"Texture / detail study: surface reflection study showing distorted environment in the glass, warm under-light glow, slow pull-out revealing environment.",Active,0,
576,Extreme Detail & Texture Studies,"Texture / detail study: extreme shallow depth of field isolating a single highlight on the liquid, soft rim light from behind, slow 360° orbit at eye level.",Active,0,
577,Extreme Detail & Texture Studies,"Texture / detail study: slow pan across the product’s surface revealing continuous texture, clean high-key beauty lighting, extreme macro push-in.",Active,0,
578,Extreme Detail & Texture Studies,"Texture / detail study: detail of sterile packaging seal and clean manufacturing finish, dramatic single hard key light, gentle top-down descending crane.",Active,0,
579,Extreme Detail & Texture Studies,"Texture / detail study: light traveling along the curved glass form in continuous motion, cool clinical blue-white LED, low angle tracking slide.",Active,0,
580,Extreme Detail & Texture Studies,"Texture / detail study: pure abstract close-up where the product becomes almost unrecognizable texture, warm golden hour side light, locked-off static with internal motion only.",Active,0,
581,Extreme Detail & Texture Studies,"Texture / detail study: extreme close-up of liquid meniscus inside the vial under controlled light, soft diffused overhead, subtle handheld micro-movement.",Active,0,
582,Extreme Detail & Texture Studies,"Texture / detail study: macro of glass surface imperfections and light refraction only, split complementary teal and amber, spiral orbit combined with slow push.",Active,0,
583,Extreme Detail & Texture Studies,"Texture / detail study: tight detail of rubber stopper texture and seal integrity, low-key selective highlight only, lateral motion-control track.",Active,0,
584,Extreme Detail & Texture Studies,"Texture / detail study: macro of printed label ink and paper fiber under soft light, soft bounce from below, vertical rise from base to top.",Active,0,
585,Extreme Detail & Texture Studies,"Texture / detail study: close study of the pen plunger mechanism and internal components, hard specular edge light, soft focus rack from background to product.",Active,0,
586,Extreme Detail & Texture Studies,"Texture / detail study: liquid droplet surface tension and highlight play in extreme macro, volumetric god rays through haze, fast resolve into locked hero frame.",Active,0,
587,Extreme Detail & Texture Studies,"Texture / detail study: glass-to-liquid interface with soft caustic patterns, soft window light with gentle falloff, circular arc that never fully completes.",Active,0,
588,Extreme Detail & Texture Studies,"Texture / detail study: micro texture of frosted or matte areas on the packaging, practical small LED panel visible in frame, over-the-shoulder gloved perspective.",Active,0,
589,Extreme Detail & Texture Studies,"Texture / detail study: edge light catching every microscopic dust-free surface, cool overhead fluorescent lab feel, extreme high angle looking straight down.",Active,0,
590,Extreme Detail & Texture Studies,"Texture / detail study: slow exploration of the product’s silhouette against pure light, warm under-light glow, slow pull-out revealing environment.",Active,0,
591,Extreme Detail & Texture Studies,"Texture / detail study: detail of measurement markings or scale on the barrel if present, soft rim light from behind, slow 360° orbit at eye level.",Active,0,
592,Extreme Detail & Texture Studies,"Texture / detail study: close-up of the protective cap texture and precise fit, clean high-key beauty lighting, extreme macro push-in.",Active,0,
593,Extreme Detail & Texture Studies,"Texture / detail study: liquid clarity study — light passing cleanly through the research solution, dramatic single hard key light, gentle top-down descending crane.",Active,0,
594,Extreme Detail & Texture Studies,"Texture / detail study: macro of any embossed or debossed branding elements, cool clinical blue-white LED, low angle tracking slide.",Active,0,
595,Extreme Detail & Texture Studies,"Texture / detail study: surface reflection study showing distorted environment in the glass, warm golden hour side light, locked-off static with internal motion only.",Active,0,
596,Extreme Detail & Texture Studies,"Texture / detail study: extreme shallow depth of field isolating a single highlight on the liquid, soft diffused overhead, subtle handheld micro-movement.",Active,0,
597,Extreme Detail & Texture Studies,"Texture / detail study: slow pan across the product’s surface revealing continuous texture, split complementary teal and amber, spiral orbit combined with slow push.",Active,0,
598,Extreme Detail & Texture Studies,"Texture / detail study: detail of sterile packaging seal and clean manufacturing finish, low-key selective highlight only, lateral motion-control track.",Active,0,
599,Extreme Detail & Texture Studies,"Texture / detail study: light traveling along the curved glass form in continuous motion, soft bounce from below, vertical rise from base to top.",Active,0,
600,Extreme Detail & Texture Studies,"Texture / detail study: pure abstract close-up where the product becomes almost unrecognizable texture, hard specular edge light, soft focus rack from background to product.",Active,0,
601,Multi-Product & Collection Arrangements,"Collection arrangement: perfectly aligned row of identical research pens with slow lateral track, soft rim light from behind, with soft particle haze, slow 360° orbit at eye level.",Active,0,
602,Multi-Product & Collection Arrangements,"Collection arrangement: symmetric pair of vial and pen in balanced composition, clean high-key beauty lighting, with gentle dry-ice style fog drifting, extreme macro push-in.",Active,0,
603,Multi-Product & Collection Arrangements,"Collection arrangement: geometric grid of multiple research units on clean surface, dramatic single hard key light, with subtle floating dust motes in light beams, gentle top-down descending crane.",Active,0,
604,Multi-Product & Collection Arrangements,"Collection arrangement: staggered depth arrangement of several products with soft focus falloff, cool clinical blue-white LED, in clean negative space, low angle tracking slide.",Active,0,
605,Multi-Product & Collection Arrangements,"Collection arrangement: circular arrangement of products around a central soft light source, warm golden hour side light, with soft bokeh circles drifting past, locked-off static with internal motion only.",Active,0,
606,Multi-Product & Collection Arrangements,"Collection arrangement: ascending height composition of different format research products, soft diffused overhead, with light caustics refracting across the surface, subtle handheld micro-movement.",Active,0,
607,Multi-Product & Collection Arrangements,"Collection arrangement: tight cluster of products with one hero unit pulled slightly forward, split complementary teal and amber, with soft volumetric atmosphere, spiral orbit combined with slow push.",Active,0,
608,Multi-Product & Collection Arrangements,"Collection arrangement: long perspective line of products disappearing into soft bokeh, low-key selective highlight only, in pure clinical emptiness, lateral motion-control track.",Active,0,
609,Multi-Product & Collection Arrangements,"Collection arrangement: mirrored pair creating perfect left-right symmetry, soft bounce from below, with delicate condensation on glass, vertical rise from base to top.",Active,0,
610,Multi-Product & Collection Arrangements,"Collection arrangement: products arranged to form an abstract larger shape or letter, hard specular edge light, with soft fabric movement in background, soft focus rack from background to product.",Active,0,
611,Multi-Product & Collection Arrangements,"Collection arrangement: varying distances creating strong depth with product family, volumetric god rays through haze, with abstract geometric light patterns, fast resolve into locked hero frame.",Active,0,
612,Multi-Product & Collection Arrangements,"Collection arrangement: clean white tray holding organized research units in soft light, soft window light with gentle falloff, with gentle liquid swirl inside the container, circular arc that never fully completes.",Active,0,
613,Multi-Product & Collection Arrangements,"Collection arrangement: dark surface with multiple products each catching individual highlights, practical small LED panel visible in frame, with perfect mirror reflection below, over-the-shoulder gloved perspective.",Active,0,
614,Multi-Product & Collection Arrangements,"Collection arrangement: products at different rotation angles creating rhythmic visual pattern, cool overhead fluorescent lab feel, with soft shadow only, extreme high angle looking straight down.",Active,0,
615,Multi-Product & Collection Arrangements,"Collection arrangement: family of products in a single elegant still-life with negative space, warm under-light glow, with almost no shadow, pure beauty light, slow pull-out revealing environment.",Active,0,
616,Multi-Product & Collection Arrangements,"Collection arrangement: perfectly aligned row of identical research pens with slow lateral track, soft rim light from behind, with soft particle haze, slow 360° orbit at eye level.",Active,0,
617,Multi-Product & Collection Arrangements,"Collection arrangement: symmetric pair of vial and pen in balanced composition, clean high-key beauty lighting, with gentle dry-ice style fog drifting, extreme macro push-in.",Active,0,
618,Multi-Product & Collection Arrangements,"Collection arrangement: geometric grid of multiple research units on clean surface, dramatic single hard key light, with subtle floating dust motes in light beams, gentle top-down descending crane.",Active,0,
619,Multi-Product & Collection Arrangements,"Collection arrangement: staggered depth arrangement of several products with soft focus falloff, cool clinical blue-white LED, in clean negative space, low angle tracking slide.",Active,0,
620,Multi-Product & Collection Arrangements,"Collection arrangement: circular arrangement of products around a central soft light source, warm golden hour side light, with soft bokeh circles drifting past, locked-off static with internal motion only.",Active,0,
621,Multi-Product & Collection Arrangements,"Collection arrangement: ascending height composition of different format research products, soft diffused overhead, with light caustics refracting across the surface, subtle handheld micro-movement.",Active,0,
622,Multi-Product & Collection Arrangements,"Collection arrangement: tight cluster of products with one hero unit pulled slightly forward, split complementary teal and amber, with soft volumetric atmosphere, spiral orbit combined with slow push.",Active,0,
623,Multi-Product & Collection Arrangements,"Collection arrangement: long perspective line of products disappearing into soft bokeh, low-key selective highlight only, in pure clinical emptiness, lateral motion-control track.",Active,0,
624,Multi-Product & Collection Arrangements,"Collection arrangement: mirrored pair creating perfect left-right symmetry, soft bounce from below, with delicate condensation on glass, vertical rise from base to top.",Active,0,
625,Multi-Product & Collection Arrangements,"Collection arrangement: products arranged to form an abstract larger shape or letter, hard specular edge light, with soft fabric movement in background, soft focus rack from background to product.",Active,0,
626,Multi-Product & Collection Arrangements,"Collection arrangement: varying distances creating strong depth with product family, volumetric god rays through haze, with abstract geometric light patterns, fast resolve into locked hero frame.",Active,0,
627,Multi-Product & Collection Arrangements,"Collection arrangement: clean white tray holding organized research units in soft light, soft window light with gentle falloff, with gentle liquid swirl inside the container, circular arc that never fully completes.",Active,0,
628,Multi-Product & Collection Arrangements,"Collection arrangement: dark surface with multiple products each catching individual highlights, practical small LED panel visible in frame, with perfect mirror reflection below, over-the-shoulder gloved perspective.",Active,0,
629,Multi-Product & Collection Arrangements,"Collection arrangement: products at different rotation angles creating rhythmic visual pattern, cool overhead fluorescent lab feel, with soft shadow only, extreme high angle looking straight down.",Active,0,
630,Multi-Product & Collection Arrangements,"Collection arrangement: family of products in a single elegant still-life with negative space, warm under-light glow, with almost no shadow, pure beauty light, slow pull-out revealing environment.",Active,0,
